article,word,picture,wclass,definition-en,definition-ru,definition-am,gender,section,section_new,portion,catalog,language,weight,description,,,need correction
,scih scheiden lassen,,verb,get divorced,развестись,ամուսնալուծություն,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
,sich verabschieden,,verb,say goodbye,проститься,հրաժեշտ,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
,sich verlieren,,verb,get lost,пропадать,անհետանալ,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
,sich wünschen,,verb,make a Wish,желание,ցանկություն,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
,sinken,,verb,Decrease,падение,անկում,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
,stattfinden,,verb,occur,иметь место,տեղի կունենա,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
,vertrauren,,verb,trust,доверие,վստահել,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
,wandern,,verb,hike,поход,զբոսանք,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
,widersprechen,,verb,contradict,противоречить,հակասել,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
,winken,,verb,Waving,манить,գլխով նշան անել,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
,zurüch bekommen,,verb,To get back,получить Worldvide Назад,ստացեք Worldvide Վերադառնալ,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
,aktiv,,adjective,active,активно,ակտիվորեն,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
,bereit,,adjective,ready,готовый,պատրաստ,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
,ernst,,adjective,serious,серьезно,լրջորեն,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
,fern,,adjective,remote,удаленный,հեռավոր,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
,finanziell,,adjective,financially,в финансовом отношении,ֆինանսապես,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
,gefühlvoll,,adjective,Feeling,душевный,soulful,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
,gemeinsam,,adjective,together,вместе,միասին,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
,geschieden,,adjective,divorced,разведенный,բաժանված,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
,gut aussehend,,adjective,good looking,хорошо выглядящий,գեղեցիկ,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
,hässlich,,adjective,ugly,уродливый,տգեղ,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
,intelligent,,adjective,intelligent,умный,խելացի,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
,offiziell,,adjective,officially,официально,պաշտոնապես,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
,realistisch,,adjective,realistic,реалистический,իրատեսական,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
,schlank,,adjective,slim,стройный,բարակ,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
,schportlich,,adjective,athletic,спортивный,հանդուգն,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
,tolerant,,adjective,tolerant,толерантный,հանդուրժող,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
,treu,,adjective,faithful,верный,հավատարիմ,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
,verschieden,,adjective,different,другой,տարբեր,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
,vorsichtich,,adjective,careful,осторожный,զգույշ,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
,zufrieden,,adjective,satisfied,удовлетворенный,բավարարված,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
,zuverlässig,,adjective,reliable,надежный,հուսալի,,B1.1-1,B1.1-1,5,Tangram 3,German,,,,,
,allgemein,,other,general,в целом,ընդհանրապես,,B1.1-1,B1.1-1,6,Tangram 3,German,,,,,
das,Neuste,,other,Latest,последние,ամենավերջին,,B1.1-1,B1.1-1,1,Tangram 3,German,,,,,
,neulich,,other,recently,в последнее время,վերջերս,,B1.1-1,B1.1-1,2,Tangram 3,German,,,,,
,schon jetzt,,other,even now,уже,այժմ,,B1.1-1,B1.1-1,3,Tangram 3,German,,,,,
,zufällig,,other,Coincidentally,случайно,պատահաբար,,B1.1-1,B1.1-1,4,Tangram 3,German,,,,,
,Abschied nehmen,,noun,take farewell,проститься,հրաժեշտ,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
die ,Absicht,,noun,intention,намерение,մտադրություն,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
der ,Antrag,,noun,Application,приложение,դիմում,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
die ,Bewegung,,noun,Move,движение,շարժում,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
das ,Blatt,,noun,sheet,лист,փեղկ,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
das ,Blut,,noun,blood,кровь,արյուն,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
der ,Druck,,noun,pressure,печать,տպել,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
der ,Durchfall,,noun,diarrhea,понос,փորլուծություն,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
die ,Entdeckung,,noun,discovery,открытие,հայտնագործություն,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
der ,Erfolg,,noun,success,успех,հաջողություն,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
das ,Erlebnis,,noun,experience,опыт,փորձառություն,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
der ,Flur,,noun,Hall,зал,սրահ,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
das ,Gas,,noun,gas,газ,գազ,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
die ,Geduld,,noun,patience,терпение,համբերություն,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
der ,Hausarzt,,noun,Family doctor,семейный врач,ընտանեկան բժիշկ,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
die ,Hochschule,,noun,University,университет,համալսարան,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
der ,Hocker,,noun,stool,стул,աթոռակ,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
die ,Hoffnung ,,noun,hope,надежда,հույս,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
das ,Holz,,noun,Wood,дерево,փայտ,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
die ,Kasse,,noun,cash register,контроль,Վճարում,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
die ,Landschaft,,noun,landscape,декорации,դեկորացիա,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
das ,Mittel,,noun,medium,средство,միջոց,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
die ,Mitternacht,,noun,midnight,полночь,կեսգիշեր,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
die ,Nadel,,noun,needle,игла,ասեղ,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
der ,Patient,,noun,patient,пациент,համբերատար,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
die ,Prognose,,noun,forecast,прогноз,կանխատեսումը,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
das ,Medikament,,noun,drug,лекарственный,դեղ,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
der ,Prozess,,noun,process,процесс,պրոցես,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
das ,Publikum,,noun,audience,аудитория,լսարանը,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
die ,Reaktion,,noun,reaction,реакция,ռեակցիա,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
der ,Schnupfen,,noun,sniff,ринит,coryza,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
der ,Sonnenbrand,,noun,sunburn,солнечный ожог,արեւայրուկ,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
die ,Spritze,,noun,syringe,шприц,ներարկիչ,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
die ,Stimme,,noun,voice,голос,ձայն,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
die ,Tablette,,noun,tablet,таблетка,հաբ,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
der ,Tanzkurs,,noun,Dance course,танцевальный класс,պարի դասի,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
der ,Tod,,noun,death,смерть,մահվան,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
der ,Tropfen,,noun,drops,капли,կաթիլներ,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
das ,Verfahren,,noun,Procedures,процесс,պրոցես,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
das ,Versprechen,,noun,promise,обещание,խոստում,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
die ,Viertelstunde,,noun,Quarter of an hour,четверть часа,քառորդ ժամ,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
der ,Vorhang,,noun,curtain,занавес,վարագույր,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
die ,Wahl,,noun,choice,выборы,ընտրություն,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
die ,Wettervorhersage,,noun,Weather forecast,прогноз погоды,եղանակի տեսություն,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
die ,Zitrone,,noun,lemon,лимон,կիտրոն,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
die ,Zukunft,,noun,future,будущее,ապագա,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
,achten auf,,verb,watch,обращать внимание на,դիտել,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
,anbieten,,verb,to offer,предложение,առաջարկ,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
,annehmen,,verb,accept,принимать,ընդունել,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
,aufgeben,,verb,give up,сдаваться,հրաժարվի,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
,begründen,,verb,justify,установить,հաստատել,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
,bestimmen,,verb,determine,определить,որոշել,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
,brauchen,,verb,need,нужно,կարիք,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
,diskutieren,,verb,to discuss,обсуждать,քննարկել,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
,drücken,,verb,to press,пресс,մամուլ,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
,frieren,,verb,freeze,замерзать,սառեցնել,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
,geschlossen halten,,verb,Keep closed,держать закрытыми,պահել փակ է,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
,gewinnen,,verb,win,победа,հաղթանակ,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
,helfen bei,,verb,help with,помощь,օգնություն,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
,klopfen,,verb,beat,постучать,թակոց,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
,kreisen,,verb,Circle,вращаться,պտտել,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
,kriegen,,verb,get,получить,ստանալ,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
,leben von,,verb,live of,жить,ապրում են,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
,lehren,,verb,to teach,научить,սովորեցնել,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
,leiden,,verb,To suffer,страдать,կրել,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
,lösen in,,verb,Dissolve in,решена,լուծվում է,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
,nehmen,,verb,to take,взять,վերցնել,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
,rechnen mit,,verb,expect,Считаться с,սպասել,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
,riechen nach,,verb,smell,запах,հոտ,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
,schwitzen,,verb,sweat,пот,քրտինք,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
,sich beschäftigen mit,,verb,deal with,заниматься,զբաղվել,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
,sich bewegen,,verb,move,двигаться,քայլ,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
,sich einstellen,,verb,To adjust,появиться,հայտնվել,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
,sich hinsetzen,,verb,sit down,подсесть,նստել,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
,sich legen,,verb,To lay down,ложь,սուտ,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
,sich treffen mit,,verb,meet with,встречаться с,հանդիպել են,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
,sich verlassen auf,,verb,rely on,положиться на,ապավինել,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
,sich vorbereiten auf,,verb,to prepare for,чтобы подготовиться к,պատրաստվելու համար,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
,steuern,,verb,control,контроль,հսկողություն,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
,verlieren,,verb,to lose,потерять,կորցնել,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
,verlassen,,verb,leave,отпуск,լքել,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
,verschreiben,,verb,prescribe,предписывать,նշանակել,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
,verteilen,,verb,spread out,распространение,տարածություն,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
,verursachen,,verb,cause,причина,պատճառը,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
,wehtun,,verb,Hurt,боль,վնաս,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
,werten über,,verb,Evaluate,на сумму более,արժե ավելի,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
,wusste,,verb,knew,знал,ճանաչել,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
,anstrengend,,adjective,exhausting,изнурительный,հոգնեցնող,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
,beruhigt,,adjective,calmed down,успокаивает,Հանգստացնում,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
,fantastisch,,adjective,fantastic,фантастический,արտառոց,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
,friedlich,,adjective,peaceful,мирно,խաղաղ ճանապարհով,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
,ewig,,adjective,forever,вечно,հավերժորեն,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
,gering,,adjective,low,низкий,ցածր,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
,himmlisch,,adjective,heavenly,небесный,երկնային,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
,konzentriert,,adjective,concentrated,концентрированный,կենտրոնացված,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
,kräftig,,adjective,Powerful,энергичный,եռանդուն,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
,scheußlich,,adjective,awful,отвратительный,սարսափելի,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
,seltsam,,adjective,strange,странно,տարօրինակ,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
,traumhaft,,adjective,Dreamlike,призрачный,հեքիաթային,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
,unheimlich,,adjective,creepy,страшно,վախկոտ,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
,vergeblich,,adjective,vain,напрасно,զուր,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
,alle,,other,all,все,բոլորը,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
,auf jeden Fall,,other,definitely,в любом случае,ցանկացած դեպքում,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
,aufs Land,,other,in the countryside,страна,որ երկիրը,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
,bisher,,other,so far,до сих пор,մինչ օրս,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
,bewusster leben,,other,to live more consciously,жить осознанно,ապրում են գիտակցաբար,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
,ehrlich gesagt,,other,honestly,честно говоря,ազնվորեն,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
,ein Geschäft führen,,other,To run a business,вести бизнес,վազում բիզնես,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
,eine Art,,other,a kind of,вид,մի տեսակ,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
,eine Zeit lang,,other,a time long,на время,մի որոշ ժամանակ,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
,einen Kater haben,,other,To have a hangover,похмелье,պետք է վերապրուկ,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
,einen Schluckauf haben,,other,To have a hiccup,икает,ունեն hiccups,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
,eines Tages,,other,someday,когда-нибудь,մի օր,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
,entweder oder,,other,either ... or,или или,"կամ, կամ",,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
,ernst nehmen,,other,take seriously,принимать всерьез,լրջորեն,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
,es geht um,,other,it's about,речь идет о,"այն մասին,",,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
,fast überhaupt nicht,,other,almost not at all,почти нет,գրեթե ոչ,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
,in der Regel,,other,usually,обычно,սովորաբար,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
,in Mode kommen,,other,become trendy,входят в моду,գալիս են նորաձեւության,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
,Karten legen,,other,Cards,место карты,Տեղ քարտեր,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
,klipp und klar,,other,clearly,явно,պարզորեն,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
,knapp,,other,Scarce,почти,գրեթե,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
,mit einem Schlag,,other,with one hit,одним махом,մեկ ընկել հափշտակել,,B1.1-2,B1.1-2,3,Tangram 3,German,,,,,
,monatelang,,other,Monthly,месяцы,ամիս,,B1.1-2,B1.1-2,4,Tangram 3,German,,,,,
,vor meinen Augen,,other,in front of my eyes,перед моими глазами,իմ աչքի առաջ,,B1.1-2,B1.1-2,5,Tangram 3,German,,,,,
,während,,other,while,в то время как,ժամանակ,,B1.1-2,B1.1-2,6,Tangram 3,German,,,,,
,wie immer,,other,as always,как всегда,ինչպես միշտ,,B1.1-2,B1.1-2,7,Tangram 3,German,,,,,
,zu sprechen sein,,other,To be able to speak,говорить,է խոսել,,B1.1-2,B1.1-2,8,Tangram 3,German,,,,,
,zu Erde bringen,,other,To the earth,принести на Землю,բերում է երկրի վրա,,B1.1-2,B1.1-2,1,Tangram 3,German,,,,,
,zur Ruhe kommen,,other,To come to rest,приходят отдохнуть,գալիս են հանգստանալու,,B1.1-2,B1.1-2,2,Tangram 3,German,,,,,
die,Angst vor,,noun,fear of,страх,վախ,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
der,Ausländer,,noun,foreigners,иностранцы,օտարերկրացիներ,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
,Bescheid geben,,noun,to give notice,сообщать,ծանուցել,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
das,Bild,,noun,image,картина,նկար,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
die,Bombe,,noun,bomb,бомба,ռումբ,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
der,Eintrit,,noun,entry,вход,մուտք,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
der,Erfinder,,noun,inventor,изобретатель,գյուտարար,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
der,Europäer,,noun,europeans,европейцы,եվրոպացիներ,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
der,Fall,,noun,case,случай,դեպք,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
die/der,Fremde,,noun,stranger,чужой,օտարական,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
das,Gefühl,,noun,feeling,чувство,զգացմունք,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
der,Geschmack,,noun,taste,вкус,համ,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
die,Heimat,,noun,motherland,родина,հայրենիք,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
das,Heimweh nach,,noun,homesickness,тоска по родине,հայրենիքի կարոտ,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
die,Herkunft,,noun,origin,происхождения,ծագում,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
die,Industrie,,noun,industry,промышленность,արդյունաբերություն,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
das,Instrument,,noun,instrument,инструмент,գործիք,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
das,Interesse an,,noun,interest in,интерес,հետաքրքրություն,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
der,Kontakt,,noun,contact,контакт,շփում,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
der,Krieg,,noun,war,война,պատերազմ,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
die,Kultur,,noun,culture,культура,մշակույթ,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
die,Lust auf,,noun,in the mood for,как к,ցանկություն,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
die,Nationalität,,noun,nationality,национальность,ազգություն,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
der,Präsident,,noun,president,президент,նախագահ,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
,Rechte,,noun,rights,права,իրավունքներ,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
die,Schrift,,noun,font,шрифт,տառատեսակ,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
das,Sprichwort,,noun,proverb,пословица,ասացվածք,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
die,Staatsangehörigkeit,,noun,citizenship,гражданство,քաղաքացիություն,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
der,Traum,,noun,dream,сон,երազ,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
das,Ufer,,noun,shore,берег,նեցուկ,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
der,Verlust,,noun,loss,потеря,կորուստ,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
das,Verständnis,,noun,understanding,понимание,ըմբռնում,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
der,Wohnungsschlüssel,,noun,house key,ключи от дома,տան բանալի,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
,abschlißen,,verb,lock,запирать,կողպել,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
,annehmen,,verb,accept,принимать,ընդունել,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
,ausmachen,,verb,turn off,выключить,անջատել,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
,beantragen,,verb,apply,подать заявку,դիմել,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
,danken,,verb,to thank,благодарить,շնորհակալություն հայտնել,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
,einsteigen,,verb,enter,входить,մտնել,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
,erfüllen,,verb,fulfill,выполнять,կատարել,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
,gebrauchen,,verb,use,использование,օգտագործում,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
,halten,,verb,hold,держать,պահել,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
,offenstehen,,verb,open to,быть открытым,բաց լինել,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
,Schaden nehmen,,verb,get damaged,повреждаться,վնասվել,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
,sehen lernen,,verb,learn to see,научиться видеть,սովորել տեսնել,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
,sich operieren lassen,,verb,have an operation,лечь на операцию,վիրահատվել,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
,stehen bleiben,,verb,stand still,остановиться,կանգնած մնալ,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
,umarmen,,verb,hug,обнять,գրկել,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
,verloren gehen,,verb,get lost,потеряться,կորել,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
,vorstellen,,verb,imagine,настоящее время,ներկա,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
,werden,,verb,become,воли,կամք,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
,werfen,,verb,throw,бросать,նետել,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
,blind,,adjective,blind,слепой,կույր,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
,frei,,adjective,free,свободный,ազատ,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
,genial,,adjective,ingenious,блестящий,փայլուն,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
,hell,,adjective,bright,яркий,պայծառ,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
,hübsch,,adjective,pretty,красивый,գեղեցիկ,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
,nervös,,adjective,nervous,нервно,նյարդայնացած,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
,wunderbar,,adjective,wonderful,чудесно,հրաշալի,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
,wunderschön,,adjective,beautiful,красивый,գեղեցիկ,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
,alles in allem,,other,all in all,в целом,վերջիվերջո,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
,als Kind,,other,as a child,в детстве,մանուկ ժամանակ,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
,als ob,,other,as if,как будто,կարծես թե,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
,andere,,other,other,другой,այլ,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
,auf der Welt,,other,in the world,на земле,աշխարհում,,B1.1-3,B1.1-3,6,Tangram 3,German,,,,,
,auf!,,other,on!,открыто!,բաց է!,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
,besonders,,other,especially,в частности,հատկապես,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
,eine Frage,,other,a question,вопрос,հարց,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
,daswegen,,other,that's because,поэтому,հետեւաբար,,B1.1-3,B1.1-3,4,Tangram 3,German,,,,,
,ein Leben lang,,other,a life long,на протяжении жизни,ողջ կյանքի ընթացքում,,B1.1-3,B1.1-3,5,Tangram 3,German,,,,,
,einen Tag lang,,other,one day long,на протяжении одного дня,մեկ օրում,,B1.1-3,B1.1-3,1,Tangram 3,German,,,,,
,einige,,other,some,некоторые,մի քանի,,B1.1-3,B1.1-3,2,Tangram 3,German,,,,,
,fast nie,,other,hardly ever,почти никогда,համարյա երբեք,,B1.1-3,B1.1-3,3,Tangram 3,German,,,,,
